"GREENOCK W.W. (DUCHAL MOOR)",,,,,,,,,,,,
Grid ref,NS282667,Long,-4.746788,Lat,55.862774,,,,,,,
Station no,5294/1,,,,,,,,,,,
,,,,,,,,,,,,
,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,,
January,7.10,8.40,5.90,9.00,6.50,5.60,10.30,9.60,3.50,6.70,,
February,5.00,3.00,4.90,8.00,5.00,2.90,6.20,5.20,2.90,7.90,,
March,5.30,6.70,2.50,6.80,2.80,4.20,8.90,2.40,5.20,4.60,,
April,4.90,4.10,4.50,4.70,5.80,2.20,3.50,3.50,5.10,8.70,,
May,2.90,2.90,4.10,5.40,5.40,4.30,3.30,5.90,1.90,5.00,,
June,2.90,5.10,2.10,7.80,5.40,5.30,3.50,5.30,5.00,4.50,,
July,5.00,5.80,7.40,6.70,2.10,8.30,8.90,9.10,8.90,7.50,,
August,6.00,9.10,6.60,8.50,2.60,8.30,7.50,7.30,2.50,4.80,,
September,6.90,6.60,11.20,11.70,7.40,7.40,5.80,6.90,1.60,4.20,,
October,2.70,10.20,6.20,14.60,7.20,3.90,8.90,7.10,8.80,5.30,,
November,9.90,3.50,13.80,13.20,4.50,4.40,3.90,3.40,9.50,9.00,,
December,12.80,7.80,8.90,10.30,11.70,10.80,9.20,9.80,13.60,9.20,,
Total,71.40,73.20,78.10,106.70,66.40,67.60,79.90,75.50,68.50,77.40,,
Calc annual,71.40,73.20,78.10,106.70,66.40,67.60,79.90,75.50,68.50,77.40,,
Difference,0.00,0.00,-0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,
